Name,Zone,Price,URL,Bedrooms,Area,Floor,Description,Source,Scraped At
AR148,"Bairro de Campolide, Campolide, Lisboa, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/ar148-ID1g2Fk,T1,72 m²,0,"Apartamento T1 totalmente mobilado e equipado em Campolide com 1 lugar de garagem e arrecadação, inserido em condomínio de prestigio com segurança 24h, composto por sala, suite, cozinha e wc social....",Imovirtual,2025-01-20 13:32:22
T2 - Benfica - Bairro do Charquinho,"Igreja de Benfica, Benfica, Lisboa, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/t2-benfica-bairro-do-charquinho-ID1g2zC,T2,55 m²,0,"Arrenda-se apartamento em Benfica no bairro do Charquinho, zona calma, a 5 minutos a pé do Colombo e metro, 2° andar sem elevador",Imovirtual,2025-01-20 13:32:22
Apartamento T2 para arrendamento,"Rua António Feijó, Estrada de Benfica, São Domingos de Benfica, Lisboa, Lisboa",1150,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-ID1g2yq,T2,62 m²,0,"APARTAMENTO T2 CONDIÇÕES DE ARRENDAMENTO: Arrendatário(s): Documento de identificação, Último IRS e 3 últimos recibos vencimento Fiador(es): Documento de identificação, Último IRS e 3 últimos recibos...",Imovirtual,2025-01-20 13:32:22
T1 nas Olaias totalmente equipado - 53 M2,"Bairro do Condado, Marvila, Lisboa, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/t1-nas-olaias-totalmente-equipado-53-m2-ID1g2su,T1,53 m²,0,"Apartamento T1 mobilado para arrendamento. T1 com boas áreas e completamente mobilado em ótimo estado. Sala espaçosa com varanda, vista desafogada e boa exposição solar (Mesa e cadeiras, sofá cama, t...",Imovirtual,2025-01-20 13:32:22
T2 Benfica - Arrenda,"Estrada de Benfica, São Domingos de Benfica, Lisboa, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/t2-benfica-arrenda-ID1fNGG,T2,90 m²,0,"Apartamento T2 num 2º andar, sem elevador. Três divisões (uma delas com marquise) possíveis de transformar em sala e quartos, uma cozinha com zona de despensa independente e uma wc remodelada recente...",Imovirtual,2025-01-20 13:32:22
Apartamento T2 para arrendamento,"Rua da Indústria, Alto de Santo Amaro, Alcântara, Lisboa, Lisboa",1080,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-ID1g2mI,T2,35 m²,0,"WARM AND SHINY 2 BEDROOM APARTMENT In the heart of Alc&acirc;ntara. Fully furnished and equipped. A cosy flat with two bedrooms, living room, kitchen and toilet. Wonderful for professionals and young...",Imovirtual,2025-01-20 13:32:22
Apartamento T1 para arrendamento,"Beco Ramos, Alfama, Santa Maria Maior, Lisboa, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/apartamento-t1-para-arrendamento-ID1g2g1,T1,43 m²,0,"Arrenda-se T1 Renovado no Cora&ccedil;&atilde;o de Alfama Venha conhecer este encantador T1, renovado, localizado no cora&ccedil;&atilde;o de Alfama, o bairro mais hist&oacute;rico e carism&aacute;ti...",Imovirtual,2025-01-20 13:32:22
Apartamento T2 | Remodelado | Equipado,"Largo do Calvário - Lx Factory, Alcântara, Lisboa, Lisboa",890,https://www.imovirtual.com/pt/anuncio/apartamento-t2-remodelado-equipado-ID1g2cA,T2,75 m²,0,"Excelente apartamento T2 remodelado e equipado, para arrendamento. Localizado no Alto de Santo Amaro. Inserido no terceiro andar de um prédio de seis pisos servido por dois elevadores,  Área bruta (m...",Imovirtual,2025-01-20 13:32:22
T2 Vista Rio; Remodelação recente; parcialmente equipado; 5min. Metro,"Rua da Bica Duarte Belo, Bica, Misericórdia, Lisboa, Lisboa",1160,https://www.imovirtual.com/pt/anuncio/t2-vista-rio-remodelacao-recente-parcialmente-equipado-5min-metro-ID1g21w,T2,50 m²,0,"DISPONÍVEL: 1 FEVEREIRO Apartamento renovado com vistas largas sobre a zona e com vista de rio (lateral). COZINHA NOVA- esquentador ventilado,- placa de fogão- forno eléctrico,- pré-instalação p...",Imovirtual,2025-01-20 13:32:22
T1 junto à Infante Santo,"Lapa, Estrela, Lisboa, Lisboa",970,https://www.imovirtual.com/pt/anuncio/t1-junto-a-infante-santo-ID1fMs5,T1,38 m²,0,"Simpático apartamento, mobilado e equipado e com boa localização. Cozinha equipada com placa, forno, exaustor, termoacumulador e frigorifico, sala com estante, mesa de refeições e 4 cadeiras, quarto c...",Imovirtual,2025-01-20 13:32:22
T1 na Ajuda (40m2 mais pátio),"Centro, Ajuda, Lisboa, Lisboa",900,https://www.imovirtual.com/pt/anuncio/t1-na-ajuda-40m2-mais-patio-ID18iU6,T1,40 m²,0,"T1 na Ajuda todo acabado de renovar. Tem um quarto, uma kitchenete com sala juntas, casa de banho com duche, uma dispensa e um pátio. É muito pequeno mas está como novo, tem uma janela muito grande pa...",Imovirtual,2025-01-20 13:32:22
"Arrenda T1, mobilado e equipado no coração de Alfama","Rua de Santo Estêvão, Alfama, Santa Maria Maior, Lisboa, Lisboa",1000,https://www.imovirtual.com/pt/anuncio/arrenda-t1-mobilado-e-equipado-no-coracao-de-alfama-ID1g1IT,T1,36 m²,0,"Charmoso apartamento T1 mobilado e equipado para arrendamento em Alfama. Estação do Metro do Terreiro do Paço a 2Km, Estação do Metro Baixa /Chiado a 5Km, Estação de Santa Apolónia e Terminal de Cruz...",Imovirtual,2025-01-20 13:32:22
"Apartamento T1 em São Vicente de 47,00 m2","Graça, São Vicente, Lisboa, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-sao-vicente-de-47-00-m2-ID.1g3pl,T1,47 m²,0,,Imovirtual,2025-01-20 13:32:22
Apartamento T2 para arrendamento,"Praça dos Aliados, Damaia de Cima, Águas Livres, Amadora, Lisboa",950,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-ID1g4BS,T2,79 m²,0,"T2 integralmente renovado recentemente em &oacute;timo estado de conserva&ccedil;&atilde;o e bastante soalheiro. Cozinha equipada, Quartos com Roupeiros, Despensa espa&ccedil;osa e Varanda com acesso ...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 Damaia de Baixo,"Damaia de Cima, Águas Livres, Amadora, Lisboa",1150,https://www.imovirtual.com/pt/anuncio/apartamento-t2-damaia-de-baixo-ID1g4uI,T2,82 m²,0,"Apartamento T2, Rua Garcia de Orta, Damaia de Baixo - Remodelado em 2022 - Cozinha Equipada - 1 Quarto mobilado e 1 Quarto vazio - Duas Varandas (Quarto e Sala) Disponível para entrada em Março. Pró...",Imovirtual,2025-01-20 13:33:08
T1 localizado na Venda Nova ao pé das Portas de Benfica,"Falagueira, Falagueira-Venda Nova, Amadora, Lisboa",950,https://www.imovirtual.com/pt/anuncio/t1-localizado-na-venda-nova-ao-pe-das-portas-de-benfica-ID1g4us,T1,55 m²,0,T1 localizado na Venda Nova ao pé das Portas de Benfica. Excelente oportunidade! T1 Remodelado na Venda Nova – 7 º Andar com boa vista e exposição solar. Apresentamos este fantástico apartamento T1 ...,Imovirtual,2025-01-20 13:33:08
"Apartamento T2,alugar Condominio privadoPalmela Vilage Quinta do Anjo","Damaia de Cima, Águas Livres, Amadora, Lisboa",1000,https://www.imovirtual.com/pt/anuncio/apartamento-t2-alugar-condominio-privadopalmela-vilage-quinta-do-anjo-ID1g3E0,T2,72 m²,0,"Tu com piscina partilhada ,cozinha equipada condomio privado Quinta do Anjo 1000 mes,caução + renda,prova de rendimentos 3 meses ordenados irs",Imovirtual,2025-01-20 13:33:08
"Brandoa. Apartamento de 3 assoalhadas, mobilado e com parqueamento.","Alto da Mira - Moinhos da Funcheira - Carenque, Mina de Água, Amadora, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/brandoa-apartamento-de-3-assoalhadas-mobilado-e-com-parqueamento-ID1g3CW,T2,75 m²,0,"Excelente apartamento de 3 assoalhadas, composto por hall, sala comum, 2 quartos, casa de banho e cozinha, completamente mobilado e com cozinha equipada com placa, forno, frigorífico e esquentador. Ex...",Imovirtual,2025-01-20 13:33:08
"Arrendamento de Apartamento T2 na avenida Dom João V, 9","Avenida Dom João V V, Damaia de Cima, Águas Livres, Amadora, Lisboa",1050,https://www.imovirtual.com/pt/anuncio/arrendamento-de-apartamento-t2-na-avenida-dom-joao-v-9-ID1g3aI,T2,53 m²,0,"Este encantador apartamento T2, localizado no coração da Damaia, é a escolha perfeita para quem procura conforto, modernidade e comodidade. Situado no primeiro andar de um prédio familiar e acolhedor,...",Imovirtual,2025-01-20 13:33:08
Charmoso apartamento T1 para arrendar,"Centro - Parque Central, Mina de Água, Amadora, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/charmoso-apartamento-t1-para-arrendar-ID1fTK8,T1,58 m²,0,"Imóvel de tipologia T1, situado no centro da Amadora, junto ao Parque Central. Trata-se de um 1º andar em prédio sem elevador. Apartamento mobilado, com roupeiro embutido no quarto, cozinha equipada...",Imovirtual,2025-01-20 13:33:08
T2 com garagem e arrecadação - Brandoa,"Brandoa, Encosta do Sol, Amadora, Lisboa",1000,https://www.imovirtual.com/pt/anuncio/t2-com-garagem-e-arrecadacao-brandoa-ID1g12p,T2,70 m²,0,"T2 com garagem (carro utilitário) e arrecadação Cozinha semi equipada com fogão, extrator e esquentador ventilado. Mesa e cadeiras Despensa na cozinha Hall com teto falso com projetores Quartos co...",Imovirtual,2025-01-20 13:33:08
T2 na Amadora para arrendamento,"Avenida Cardoso Lopes, Centro - Parque Central, Mina de Água, Amadora, Lisboa",1150,https://www.imovirtual.com/pt/anuncio/t2-na-amadora-para-arrendamento-ID1g0TA,T2,80 m²,0,"T2 remodelado na Amadora, junto á estação de comboios, na Avenida Cardoso Lopes. Apartamento em prédio com elevador e situa-se no 2º piso. Porta blindada. Quartos com roupeiros . Cozinha totalmente eq...",Imovirtual,2025-01-20 13:33:08
Arrenda-se apartamento T1 na Reboleira,"Damaia de Cima, Águas Livres, Amadora, Lisboa",900,https://www.imovirtual.com/pt/anuncio/arrenda-se-apartamento-t1-na-reboleira-ID1g0yU,T1,38 m²,0,Arrenda-se apartamento de tipologia t1 completamente renovado e equipado. Arrenda-se pelo período de 3 meses. Requisitos: .*2 rendas e 1 caução * identificação * contrato de trabalho * irs * 3 ...,Imovirtual,2025-01-20 13:33:08
Apartamento T2 Damaia de cima,"Damaia de Cima, Águas Livres, Amadora, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/apartamento-t2-damaia-de-cima-ID1g0fi,T2,70 m²,0,Apartamento T2 para arrendar na Damaia de cima. Zona tranquila com muito comércio e serviços Comboio a 5 minutos a pé Autocarro carris á porta Documentos necessários: Identificação válida 3 últi...,Imovirtual,2025-01-20 13:33:08
T2 Alfornelos - Arrendar,"Alfornelos, Encosta do Sol, Amadora, Lisboa",950,https://www.imovirtual.com/pt/anuncio/t2-alfornelos-arrendar-ID1g0bW,T2,82 m²,0,"PEDIDOS DE INFORMAÇÃO / MARCAÇÕES SÓ POR E-MAIL OU (CHAT DO PORTAL) VISITAS dia 8 de Janeiro 2025, entre as 17:00 e as 18:00 Rua Joaquim Barradas de Carvalho nº6 8ºB, Alfornelos - Encosta do Sol ...",Imovirtual,2025-01-20 13:33:08
"T1 NA RUA CORREIA TELES, NA REBOLEIRA, REMODELADO, PARA ARRENDAR","Rua Correia Teles, Reboleira, Venteira, Amadora, Lisboa",900,https://www.imovirtual.com/pt/anuncio/t1-na-rua-correia-teles-na-reboleira-remodelado-para-arrendar-ID1fZpR,T1,43 m²,0,"Trata-se de um apartamento junto ao estádio, com todo o tipo de comércio à porta, farmácias, supermercados e restaurantes… Estação de metropolitano e comboio a 3 minutos a pé! A cozinha aberta par...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 para arrendamento,"Praça dos Aliados, Damaia de Cima, Águas Livres, Amadora, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-ID1fZmd,T2,78 m²,0,"Apartamento T2 para arrendamento Praça dos Aliandos, Damaia de Cima. O apartamento foi todo intervencionado para dar incio ao arrendamento. Com um Terraço ao longo de todo o apartamento. A cozinha est...",Imovirtual,2025-01-20 13:33:08
Apartamento T1 para arrendamento,"Rua Correia Teles, Reboleira, Venteira, Amadora, Lisboa",850,https://www.imovirtual.com/pt/anuncio/apartamento-t1-para-arrendamento-ID1fYrZ,T1,38 m²,0,"Apartamento T1 com remodelação a estrear na Rua Correia Teles, junto à Igreja da Reboleira. Comércio à porta, farmácia, Pingo Doce... todos os serviços bem como transportes: autocarros, estação de met...",Imovirtual,2025-01-20 13:33:08
T2 totalmente equipado na Amadora - Casal S. Brás,"Casal de São Brás - Vila Chã, Mina de Água, Amadora, Lisboa",900,https://www.imovirtual.com/pt/anuncio/t2-totalmente-equipado-na-amadora-casal-s-bras-IDLGYo,T2,65 m²,0,"Disponível para visitas de imediato, mas para arrendamento apenas a partir de Março/25 Arrenda-se Apartamento Remodelado com 3 Assoalhadas em Zona Privilegiada! Apartamento T2 no 1º andar de um ...",Imovirtual,2025-01-20 13:33:08
Apartamento T1 para arrendamento,"Rua António Ferro, Buraca, Águas Livres, Amadora, Lisboa",950,https://www.imovirtual.com/pt/anuncio/apartamento-t1-para-arrendamento-ID1fXhU,T1,38.7 m²,0,"Apartamento T1, mobilado, na Amadora, junto &agrave;s Portas de Benfica. Localizado numa zona tranquila, com v&aacute;rios servi&ccedil;os nas proximidades, excelentes acessibilidades e transportes p&...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 para Arrendamento em Alfornelos perto do Metro,"Rua Isabel Aboim Inglês, Alfornelos, Encosta do Sol, Amadora, Lisboa",1000,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-em-alfornelos-perto-do-metro-ID1fl8j,T2,76 m²,0,"Composto por uma área social que se distribui num amplo hall de entrada, cozinha com grande despensa e generosa sala de estar e jantar. A cozinha está equipada com máquina de lavar loiça, fogão a gás...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 para arrendamento,"Brandoa, Encosta do Sol, Amadora, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-ID1fUYQ,T2,91.15 m²,0,Apartamento T2 em excelente estado de conserva&ccedil;&atilde;o com 103m2 localizado num dos pr&eacute;dios mais recentes da Brandoa.O apartamento &eacute; composto por 2 amplos quartos com roupeiros ...,Imovirtual,2025-01-20 13:33:08
T2 em Alfornelos - Arrendamento,"Alfornelos, Encosta do Sol, Amadora, Lisboa",1000,https://www.imovirtual.com/pt/anuncio/t2-em-alfornelos-arrendamento-ID1fUsk,T2,60.87 m²,0,PEDIDOS DE INFORMAÇÃO / MARCAÇÕES SÓ POR E-MAIL OU (CHAT DO PORTAL) CONDIÇÕES DE ARRENDAMENTO: - 1 mês de renda + 2 meses de caução; - INQUILINO(S) com condições financeiras enquadradas e d...,Imovirtual,2025-01-20 13:33:08
"T1 reboleira, amadora, Lisboa","Damaia de Cima, Águas Livres, Amadora, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/t1-reboleira-amadora-lisboa-ID1fSR7,T1,70 m²,0,"T1 mobilado e equipado para entrada imediata, na Reboleira, Amadora. 2 rendas e 1 caução. Condições: recibos de vencimento, liquidação de IRS e fiador.",Imovirtual,2025-01-20 13:33:08
Apartamento T1 para arrendamento,"Praceta de São Brás, Centro - Parque Central, Mina de Água, Amadora, Lisboa",880,https://www.imovirtual.com/pt/anuncio/apartamento-t1-para-arrendamento-ID1fSDS,T1,48.5 m²,0,"Apartamento T1 Remodelado para arrendamento Rua António Nobre, Casal de S. Brás Descubra este apartamento de tipologia T1 completamente remodelado, áreas surpreendentemente generosas nas suas divisões...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 Arrendamento Amadora,"Buraca, Águas Livres, Amadora, Lisboa",1000,https://www.imovirtual.com/pt/anuncio/apartamento-t2-arrendamento-amadora-ID1fRkn,T2,74 m²,0,"Disponivel Imóvel com muitos melhoramentos; Boas áreas; r/chão em prédio sem elevador; Cozinha equipada com placa, forno e esquentador; Necessário IRS, recibos de vencimento e fiador com a mesma ...",Imovirtual,2025-01-20 13:33:08
Apartamento arrendar mina de água,"Alto da Mira - Moinhos da Funcheira - Carenque, Mina de Água, Amadora, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/apartamento-arrendar-mina-de-agua-ID1fPCW,T2,65 m²,0,"Apartamento T2 na Amadora com Excelente Exposição Solar na Rua Teixeira de Pascoais Este apartamento T2 de 65m², situado num 3º andar sem elevador, está disponível para arrendamento e pronto a habita...",Imovirtual,2025-01-20 13:33:08
"Apartamento T1 em Águas livres, Amadora","Reboleira - Atalaia, Águas Livres, Amadora, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-aguas-livres-amadora-ID1fP3s,T1,42 m²,0,"Apartamento T1 com uma localidade muita boa em Água livres, AMADORA! O apartamento situa numa zona residencial tranquila e familiar, oferece fácil acesso a uma variedade de serviços e comodidades, ...",Imovirtual,2025-01-20 13:33:08
Apartamento T3 - Amadora,"Centro da Amadora, Venteira, Amadora, Lisboa",900,https://www.imovirtual.com/pt/anuncio/apartamento-t3-amadora-ID1fJv2,T3,76 m²,0,"Requisitos obrigatórios (os interessados, terão de apresentar todos estes documentos sem excepção - se casados são os documentos de ambos): - Declaração do IRS 2023 - 3 últimos recibos de vencimento ...",Imovirtual,2025-01-20 13:33:08
ARRENDAMENTO T2 AMADORA,"Centro - Parque Central, Mina de Água, Amadora, Lisboa",1150,https://www.imovirtual.com/pt/anuncio/arrendamento-t2-amadora-ID1fJjr,T2,64 m²,0,"Disponível para arrendamento, este confortável apartamento T2 mobilido está localizado no 3º e último andar (sem elevador) de um prédio residencial na Amadora. Ideal para quem procura um lar acolhedor...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 Alfornelos,"Alfornelos, Encosta do Sol, Amadora, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/apartamento-t2-alfornelos-ID1fHTQ,T2,93 m²,0,"Apartamento no 3º andar sem elevador, com excelente exposição solar, situado em Alfornelos, a poucos minutos do centro de Lisboa. Este imóvel destaca-se pela sua localização privilegiada, ideal para q...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 para arrendamento,"Rua Irene Lisboa, Brandoa, Encosta do Sol, Amadora, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-ID1fHzh,T2,73 m²,0,"APARTAMENTO T2 NA ENCOSTA DO SOL COM GARAGEM O Seu Ref&uacute;gio de Conforto e Praticidade! Descubra o seu novo lar neste encantador apartamento T2, situado na serena Encosta do Sol, em Alfornelos. ...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 com Marquise Ampla - 5min a pé do comboio (Amadora),"Avenida Marquês de Pombal, Centro - Parque Central, Mina de Água, Amadora, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-marquise-ampla-5min-a-pe-do-comboio-amadora-ID1fGP3,T2,72 m²,0,"Arrendamos Apartamento T2 (2º Esquerdo) totalmente renovado. Características: Redes prediais novas. Cobertura protegida termicamente com lajetas. Cozinha equipada, pavimentos, roupeiros, marquises,...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 para arrendamento,"Praceta Doutor António Macedo, Casal de São Brás - Vila Chã, Mina de Água, Amadora, Lisboa",900,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-ID1fyZO,T2,68 m²,0,APARTAMENTO SO DISPONIVÉL PARA ENTRADA A 1 DE JANEIRO DE 2025 Espaçoso apartamento com duas assoalhadas no 3º piso de um prédio sem elevador e em bom estado de conservação na Rua António Nobre. Inse...,Imovirtual,2025-01-20 13:33:08
Apartamento T1 para arrendamento,"Reboleira - Atalaia, Águas Livres, Amadora, Lisboa",900,https://www.imovirtual.com/pt/anuncio/apartamento-t1-para-arrendamento-ID1ePc1,T1,45 m²,0,"Apartamento T1 para arrendamento na Reboleira. Com boas &aacute;reas em zona sossegada, perto de transportes e de todos os servi&ccedil;os. Sala ampla com 19 m2, casa de banho com cabine de duche, co...",Imovirtual,2025-01-20 13:33:08
Arrenda-se T2 na Venteira (Centro da Amadora),"Centro da Amadora, Venteira, Amadora, Lisboa",1200,https://www.imovirtual.com/pt/anuncio/arrenda-se-t2-na-venteira-centro-da-amadora-ID1eNkg,T2,67 m²,0,"Arrendo T2 na Venteira, remodelado, no centro da cidade da Amadora. ATENÇÃO: Não pretendo contacto de imobiliárias, apenas particulares. Área total de cerca de 70m2 . 1 Cozinha equipada com mesa, b...",Imovirtual,2025-01-20 13:33:08
T2 -2 Casas de Banho - Excelente localização a 5 minutos de Benfica,"Venda Nova, Falagueira-Venda Nova, Amadora, Lisboa",1100,https://www.imovirtual.com/pt/anuncio/t2-2-casas-de-banho-excelente-localizacao-a-5-minutos-de-benfica-ID1aFma,T2,90 m²,0,"Apartamento inserido num predio de referencia ás Portas de Benfica, com magnifica vista e óptima exposição solar. Predio em bom estado de conservação com 2 elevadores e localizado numa praceta bastan...",Imovirtual,2025-01-20 13:33:08
Apartamento T2 para arrendamento,"Praça dos Aliados, Damaia de Cima, Águas Livres, Amadora, Lisboa",950,https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-arrendamento-ID.1g4BS,T2,79 m²,0,,Imovirtual,2025-01-20 13:33:08
Excelente T0 c/ um fantástico terraço em S. Domingos de Benfica,"Pedralvas, Benfica, Lisboa, Lisboa",950,https://www.imovirtual.com/pt/anuncio/excelente-t0-c-um-fantastico-terraco-em-s-domingos-de-benfica-ID1fT0M,T1,30 m²,0,"Fantástico T0 renovado com um fantástico terraço em S Domingos de Benfica. Apartamento com cozinha equipada com todos os eletrodomésticos (máquina de lavar roupa, máquina de lavar loiça, termoacumu...",Imovirtual,2025-01-20 13:33:08
